;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;duration;rating;score;ranked;popularity;members;favorites;demographic;platforms;synopsis;theme
48;Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!;https://myanimelist.net/anime/5305/Koihime%E2%80%A0Musou__Gunyuu_Seitoukaichou_no_Za_wo_Neratte_Aiarasou_no_Koto_-_Ato_Porori_mo_Aru_yo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Koihime†Musou OVA;恋姫†無双 群雄, 生徒会長の座を狙って相争うのこと ~あと, ポロリもあるよ!~;OVA;1;Finished Airing;Apr 1, 2009;['Marvelous'];Sentai Filmworks;Doga Kobo;Visual novel;['Comedy', 'Fantasy', 'Ecchi'];;30 min.;R+ - Mild Nudity;6.61;#5994;#5865;10,163;2;;[];OVA of Koihime Musou in a school environment, where factions of 4 individuals fight off in school athletic events to obtain the positions of Student Council seats.;;;School;
49;Queen's Blade OVA Specials;https://myanimelist.net/anime/12065/Queens_Blade_OVA_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Queen's Blade OVA Specials, Queen's Blade: Rebellion OVA Specials;クイーンズブレイド;Special;2;Finished Airing;Oct 29, 2011 to Jan 28, 2012;['Genco', 'Media Factory', 'Hobby Japan'];None found, add some;Arms;Other;['Action', 'Adventure', 'Fantasy', 'Ecchi'];;20 min. per ep.;R+ - Mild Nudity;6.05;#9206;#5877;10,141;4;;[];Specials included in the Queen's Blade Premium Visual Book's DVDs.;;;;
50;Nanatsu no Bitoku Specials;https://myanimelist.net/anime/37172/Nanatsu_no_Bitoku_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;The Seven Heavenly Virtues Specials;七つの美徳;Special;2;Finished Airing;Apr 27, 2018;['Hobby Japan'];Sentai Filmworks;Bridge;Other;['Fantasy', 'Ecchi'];;4 min. per ep.;R+ - Mild Nudity;5.48;#11738;#5884;10,102;10;;[];Unaired episodes included with the Blu-ray and DVD release of Nanatsu no Bitoku.;;;;
51;Honoo no Labyrinth;https://myanimelist.net/anime/581/Honoo_no_Labyrinth;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;炎のらびりんす;OVA;2;Finished Airing;Sep 25, 2000 to Dec 21, 2000;['Bandai Visual'];Central Park Media;Studio Fantasia;Original;['Adventure', 'Comedy', 'Ecchi'];;33 min. per ep.;R+ - Mild Nudity;6.20;#8393;#5888;10,084;14;;[];Meet Galan, a Russian spastic geek who`d do anything to be a real, live samurai. But that`s just an impossible dream... or is it? When his friend Natsu, who is a successor of Japanese emigrants family, gives him the gift of an ancient sword, strange events unfold, and even stranger people drop out of the sky to attack. Now Galan must overcome his ineptitude and join a bunch of beautiful women in a wacky romp through a kingdom that time forgot. Hey, what could be better?  (Source: AniDB, edited);;;Samurai;
52;Hyakka Ryouran: Samurai After Specials;https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Hyakka Ryouran OVA Specials;百花繚乱 サムライアフター;Special;2;Finished Airing;Jan 23, 2015 to Jul 1, 2015;['None found', 'add some'];None found, add some;Arms;Unknown;;;4 min. per ep.;R+ - Mild Nudity;6.44;#7035;#5895;10,062;5;;[];Specials included with the Hyakka Ryouran: Samurai After BDs.;;;;Ecchi
53;Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...;https://myanimelist.net/anime/35559/Sin__Nanatsu_no_Taizai_-_Masani_Akuma_no_Shogyou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Seven Mortal Sins Recap, Sin: Nanatsu no Taizai Episode 4.5;sin 七つの大罪 第4.5話「まさに悪魔の所業…」;Special;1;Finished Airing;May 13, 2017;['None found', 'add some'];Funimation;Artland, TNK;Other;['Fantasy', 'Ecchi'];;23 min.;R+ - Mild Nudity;5.50;#11695;#5898;10,045;5;;[];Recap of the first four episodes of Sin: Nanatsu no Taizai.;;;;
54;1+2=Paradise;https://myanimelist.net/anime/2730/1_2_Paradise;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;１＋２＝パラダイス;OVA;2;Finished Airing;Feb 23, 1990 to Apr 27, 1990;['Agent 21'];None found, add some;J.C.Staff;Manga;['Comedy', 'Romance', 'Ecchi'];Seinen;28 min. per ep.;R+ - Mild Nudity;4.78;#13304;#5910;10,006;22;['Harem', 'Love Polygon'];[];Yuusuke Yamamoto has a crippling phobia of women, and understandably so—the twin girls living next door tried to cut off his penis as a child. Unfortunately, Yuusuke's father is a gynecologist and needs him to overcome his fear so he can inherit the family business. To accomplish this, Yuusuke's father offers sanctuary to sisters Rika and Yuka Nakamura in their home while the girls are studying at the nearby college.  In a terrible twist of fate, when Yuusuke realizes that their guest room is too small for two people, he is forced to choose which of the sisters is allowed to stay. Desperate to win his favor, the brazen Yuka and the more reserved Rika are willing to do whatever it takes to impress and eventually sway Yuusuke—even if it means making things physical and personal.  [Written by MAL Rewrite];;;;
55;Burn Up! W;https://myanimelist.net/anime/769/Burn_Up_W;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Burn Up! Warrior;バーンナップW;OVA;4;Finished Airing;Apr 10, 1996 to Sep 26, 1996;['Media Rings'];ADV Films;AIC;Original;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];;26 min. per ep.;R+ - Mild Nudity;6.37;#7406;#5945;9,877;5;;[];When crime and terrorism go out of control in Tokyo, the police unleash Team Warrior - a band of highly-skilled and completely reckless band of female cops. Featuring loose cannon Rio, triggerhappy Maya and ace hacker Lilica, Team Warrior will get the job done, regardless of the budget of the mission.  (Source: ANN);;;Mecha;
56;Shin Cutey Honey;https://myanimelist.net/anime/2497/Shin_Cutey_Honey;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Shin Cutie Honey, New Cutey Honey, New Cutey Honey Dark Group, Shin Cutey Honey Yami no Gundan-Hen;新・キューティーハニー;OVA;8;Finished Airing;Apr 21, 1994 to Nov 21, 1995;['Toei Video', 'Dynamic Planning'];ADV Films, Discotek Media;Toei Animation;Manga;['Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];;26 min. per ep.;R+ - Mild Nudity;6.62;#5944;#5997;9,669;33;;[];Cosplay City is in danger when the evil Dolmeck shows up. Commanding his army of monsters, he plans on destroying everything. Only one person can stop this: Cutey Honey. After she is released from her dormancy, Honey Kisaragi becomes the multi-transformational android Cutey Honey. However, the least is expected when Honey is faced with an old enemy from the past: Panther Zora.  (Source: AniDB);;;;
57;Hanaukyou Maid-tai OVA;https://myanimelist.net/anime/797/Hanaukyou_Maid-tai_OVA;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Hanaukyo Maids, Maid in Hanaukyo;花右京メイド隊;OVA;3;Finished Airing;Sep 19, 2001 to Nov 7, 2001;['m.o.e.'];None found, add some;Daume;Manga;['Comedy', 'Romance', 'Ecchi'];Shounen;14 min. per ep.;R+ - Mild Nudity;6.66;#5743;#6016;9,624;8;;[];In this three-episode OVA, Taro learns more about Cynthia`s life as herself and her alter-ego Grace. He also undergoes training with his bodyguard Konoe. And finally, Ikuyo dupes Taro in spending a whole day disguised as a maid.  (Source: ANN);;;Harem;
58;Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥;https://myanimelist.net/anime/10628/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai_Extra_-_Mahou_Shoujo_Yue%E2%99%A5;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Mahou Sensei Negima! OVA Mahou Sekai Extra: Mahou Shoujo Yue;魔法先生ネギま! もうひとつの世界Extra 魔法少女ユエ♥;OVA;1;Finished Airing;Nov 17, 2010;['None found', 'add some'];None found, add some;Shaft, Studio Pastoral;Manga;['Action', 'Adventure', 'Fantasy', 'Ecchi'];Shounen;31 min.;PG-13 - Teens 13 or older;7.19;#3136;#6023;9,583;11;;[];Mahou Sensei Negima! Mou Hitotsu no Sekai extra episode featuring Yue.;;;School;
59;Queen's Blade: Rebellion Specials;https://myanimelist.net/anime/13855/Queens_Blade__Rebellion_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Queen's Blade Rebellion: Genkai Toppa de Miechau no!?, Queen's Blade Rebellion: What Will It Look Like When It Smashes Through Restrictions!?;クイーンズブレイド リベリオン 限界突破で見えちゃうの;Special;6;Finished Airing;Jun 27, 2012 to Nov 28, 2012;['Genco', 'Media Factory', 'Hobby Japan'];Sentai Filmworks, NYAV Post;Arms;Other;;;3 min. per ep.;R+ - Mild Nudity;6.07;#9115;#6029;9,553;0;;[];Specials included in the Blu-ray/DVD volumes. Each special will be about a different character.;;;;Ecchi
60;One Room: Second Season Special;https://myanimelist.net/anime/38789/One_Room__Second_Season_Special;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;One Room 2nd Season Extra;One Room セカンドシーズン -extra-;Special;1;Finished Airing;Nov 30, 2018;['None found', 'add some'];None found, add some;Zero-G;Original;;;11 min.;PG-13 - Teens 13 or older;5.67;#10980;#6040;9,524;5;;[];One Room 2nd Season special included on the BD release of the main show. It follows bedroom 'role play' scenarios you have with the girls and dream scenarios you have while asleep near the girls.;;;;Ecchi
61;Burn Up Scramble;https://myanimelist.net/anime/693/Burn_Up_Scramble;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Burn-Up Scramble, Burn Up! Scramble;バーンナップスクランブル;TV;12;Finished Airing;Jan 12, 2004 to Mar 29, 2004;['Geneon Universal Entertainment', 'AIC', 'Memory-Tech', 'Toshiba Entertainment'];Geneon Entertainment USA;AIC Spirits;Original;['Action', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Ecchi'];;24 min. per ep.;R - 17+ (violence & profanity);6.16;#8573;#6050;9,467;4;;[];AD. 2023, Tokyo. Because of the change of the society such as internationalization and enlargement of the trading, the dark side of the society also continues changing. The criminals are getting deep, and their organizations are increasing its size, then the peace and security is getting worse.  The government takes it seriously, and decides to introduce an innovative system. In order to cope with the special criminals, an extralegal police is founded.  It is a special criminal team, Warriors, which consists of a few elite members.  (Source: AnimeNfo);Winter 2004;Unknown;Detective;
62;Mahoromatic: Tadaima Okaeri;https://myanimelist.net/anime/7066/Mahoromatic__Tadaima_Okaeri;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Mahoromatic: Tadaima◇Okaeri;まほろまてぃっく ただいま◇おかえり;Special;2;Finished Airing;Oct 17, 2009 to Oct 24, 2009;['None found', 'add some'];Sentai Filmworks;Gainax;Manga;['Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];Seinen;24 min. per ep.;R+ - Mild Nudity;7.04;#3889;#6057;9,434;4;;['HIDIVE'];Suguru and his classmates prepare for a maid café to celebrate the town's anniversary. Meanwhile, Minawa is attacked by robots. Mahoro tries to save Minawa and help Suguru and his classmates prepare for the maid café.;;;;
63;Futari Ecchi (2014);https://myanimelist.net/anime/23985/Futari_Ecchi_2014;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;The One And Only Step Up Love Story;ふたりエッチ;OVA;3;Finished Airing;Oct 10, 2014;['None found', 'add some'];None found, add some;Production Reed;Manga;['Comedy', 'Romance', 'Slice of Life', 'Ecchi'];Seinen;26 min. per ep.;R+ - Mild Nudity;6.10;#8921;#6059;9,434;18;;[];Three new OVAs of Futari Ecchi released as standard DVDs and as part of a Premium DVD Box containing all seven OVAs of the series.;;;;
64;Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama;https://myanimelist.net/anime/32240/Code_Geass__Boukoku_no_Akito_4_-_Nikushimi_no_Kioku_kara_Picture_Drama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;コードギアス　亡国のアキト 第4章: 憎しみの記憶から;Special;1;Finished Airing;Oct 28, 2015;['None found', 'add some'];None found, add some;Sunrise;Unknown;['Comedy', 'Ecchi'];;9 min.;PG-13 - Teens 13 or older;6.65;#5800;#6067;9,406;14;;[];Picture drama included in the Code Geass: Boukoku no Akito 4 Blu-ray/DVD release.;;;Military;
65;UG☆Ultimate Girls;https://myanimelist.net/anime/354/UG%E2%98%86Ultimate_Girls;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;UG Ultimate Girls, Ultra Girl, UG*Ultimate Girls;UG☆アルティメットガール;TV;12;Finished Airing;Jan 10, 2005 to Mar 28, 2005;['m.o.e.'];Media Blasters;Studio Matrix;Original;['Comedy', 'Sci-Fi', 'Ecchi'];;14 min. per ep.;PG-13 - Teens 13 or older;5.65;#11074;#6096;9,308;3;;[];During a monster attack on the city, which is something that happens quite often, Silk and her two friends try get close to the attacking monster for a better view. An unfortunate choice of location to watch from leads to UFO-man, the city's giant protector, to land on the girls crushing them to death. Feeling sorry, UFO-man blames their death on the monster and promises to bring Silk and her friends back to life by lending them his power but the catch is that they now have to become the city's protector as well.  (Source: ANN);Winter 2005;Unknown;;
66;Buttobi!! CPU;https://myanimelist.net/anime/458/Buttobi_CPU;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;ぶっとび!!CPU;OVA;3;Finished Airing;Apr 25, 1997 to Sep 26, 1997;['Pink Pineapple', 'Studio Jack'];Nozomi Entertainment;OLM;Manga;['Comedy', 'Sci-Fi', 'Ecchi'];Seinen;27 min. per ep.;R+ - Mild Nudity;6.25;#8091;#6136;9,140;17;;[];"Embarrassed to be the only member of the Electric Brain Study Society who doesn’t own a computer, Akira Takaoka is thrilled when an electronics store advertises a PC9821 for only ninety-eight thousand yen. The deal is limited to the first five customers; unfortunately, by the time Akira gets there, the PCs are sold out. However, a mysterious man in the back alley offers him the exact same deal. Akira takes the deal, only to realize that this PC is not a 9821 version, but a 2198 version instead. It turns out that the PC2198 is an advanced bio-type computer that needs a nearly constant input of sperm to function!  The PC2198, named Mimi, now has to defend Akira from the evil Apple Nacintosh sisters who want to take over the entire Japanese PC market. Will the embarrassed Akira be able to supply Mimi with what she needs to win?  [Written by MAL Rewrite]";;;;
67;Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.;https://myanimelist.net/anime/5045/Kamen_no_Maid_Guy__Ano_Natsu_Ichiban_Yutaka_na_Chichi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Kamen no Maid Guy OVA;仮面のメイドガイ あの夏, いちばん豊か乳。;OVA;1;Finished Airing;Dec 22, 2008;['Geneon Universal Entertainment'];None found, add some;Madhouse;Unknown;['Action', 'Comedy', 'Ecchi'];Shounen;19 min.;R+ - Mild Nudity;6.81;#4955;#6154;9,094;3;;[];"An unreleased episode containing scenes that could not be aired due to ""ethical regulations.""";;;;
68;Dirty Pair Flash;https://myanimelist.net/anime/1802/Dirty_Pair_Flash;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Dirty Pair Flash OVA;ダーティペアFLASH;OVA;6;Finished Airing;Jan 21, 1994 to Jun 21, 1994;['VAP', 'Studio Jack'];ADV Films, Nozomi Entertainment;Sunrise;Light novel;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];;26 min. per ep.;PG-13 - Teens 13 or older;6.59;#6115;#6253;8,760;21;;[];"Kei and Yuri were originally junior auxiliary agents in the Worlds Works and Welfare Agency (W.W.W.A. or 3WA for short) when the two were paired together under the codename ""Lovely Angels."" Kei was coming off her fourth probation for something she had done, and Yuri's dating exploits were common knowledge, not to mention the two had an instant dislike for each other when they met.  At first, Kei and Yuri refused to work with each other, and Kei even resigned from the 3WA. Afterwards, the two continued to work together, although they earned their nickname, ""the Dirty Pair"" because of all the collateral damage the two (unintentionally) cause in the completion of their cases. And even though the two now get along with one another, they continue to bicker and complain to each other.  Although it is often said that these are younger versions of the original Lovely Angels Kei and Yuri, in truth this series is an alternate universe telling of Dirty Pair, set in the years 2248-49.  (Source: Wikipedia)";;;Detective;
69;Burn Up!;https://myanimelist.net/anime/767/Burn_Up;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Burn Up;バーンナップ;OVA;1;Finished Airing;Mar 21, 1991;['Media Rings'];ADV Films, Sentai Filmworks;AIC;Original;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];;45 min.;R+ - Mild Nudity;6.08;#9016;#6279;8,634;6;;[];"To the unsuspecting eye Maki, Reimi and Yuka may not look like ace crime fighters, which might explain why they're stuck on traffic patrol instead of more ""exciting"" police duties.  All that changes when Yuka gets herself kidnapped by a white slave organization run by a politically connected businessman who's got the rest of the police cowed.  Now it's up to Maki and Reimi to don skin-tight battle armor, liberate a tank, and make sure that a certain slaver learns that when you play with fire, you're going to get your ass burned!  (Source: DVD Back Cover)";;;Detective;
70;Majimoji Rurumo: Kanketsu-hen;https://myanimelist.net/anime/38357/Majimoji_Rurumo__Kanketsu-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Majimoji Rurumo OVA, Majimoji Rurumo OAD, Magimoji Rurumo OVA, Magimoji Rurumo OAD;まじもじるるも 完結編;OVA;2;Finished Airing;Jul 9, 2019;['None found', 'add some'];None found, add some;J.C.Staff;Manga;['Fantasy', 'Romance', 'Ecchi'];Shounen;27 min. per ep.;PG-13 - Teens 13 or older;7.40;#2093;#6281;8,608;19;;['Crunchyroll'];Bundled with the with the ninth limited edition volume of the Majimoji Rurumo: Houkago no Mahou Chuugakusei manga.;;;;
71;Hand Maid May: Akiramemasen;https://myanimelist.net/anime/2217/Hand_Maid_May__Akiramemasen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Hand Maid May Special, Hand Maid May: Never Give Up;HAND MAID メイ「あきらめません」;Special;1;Finished Airing;Feb 21, 2001;['None found', 'add some'];None found, add some;Ashi Productions;Unknown;['Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];;28 min.;PG-13 - Teens 13 or older;6.72;#5434;#6297;8,543;8;;[];Special episode.;;;Harem;
72;Kyou no 5 no 2 (TV): Takarabako;https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Kyou no Go no Ni OVA 2, Kyou no Go no Ni (2008) ;今日の５の２宝箱;OVA;1;Finished Airing;Oct 6, 2009;['None found', 'add some'];None found, add some;Xebec;Manga;['Comedy', 'Ecchi'];Seinen;28 min.;PG-13 - Teens 13 or older;7.03;#3948;#6301;8,524;3;;[];An OVA bundled with the limited edition of the tankobon of the Kyou no Go no Ni manga. The staff and the cast of the OVA are the same as those of the Kyou no Go no Ni TV anime.;;;School;
73;Tatakae!! Iczer-1;https://myanimelist.net/anime/2291/Tatakae_Iczer-1;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Iczer-One, Fight! Iczer-One;戦え!! イクサー1;OVA;3;Finished Airing;Oct 19, 1985 to Mar 4, 1987;['Toshiba EMI'];Media Blasters;AIC;Manga;['Action', 'Sci-Fi', 'Ecchi'];;33 min. per ep.;R+ - Mild Nudity;6.18;#8470;#6327;8,444;34;;[];Nagisa is a schoolgirl with schoolgirl tendencies, waking up late, rushing off to school and meeting up with friends upon the way. One morning Nagisa comes across a woman dressed in a strange uniform who seems to stare at her, unnerving Nagisa. Later that day, whilst staring out the window, Nagisa becomes aware of a ball bouncing by itself which flings itself towards her window seat, shattering the glass yet not harming her... Turning back to the front she finds a gaping mouth bristling with teeth inches from her face and no-one else about. She screams and the world returns to normal with her standing and the centre of curiosity of her class... why did she scream?;;;Mecha;
74;Chou Henshin Cosprayers;https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Super Transformation Cosprayers;超変身コス∞プレイヤー;TV;8;Finished Airing;Jan 13, 2004 to Mar 2, 2004;['m.o.e.'];None found, add some;Imagin, Studio Live;Original;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Ecchi'];;17 min. per ep.;PG-13 - Teens 13 or older;4.83;#13245;#6329;8,439;5;;[];Koto unknowingly seals away the Sun Goddess Amaterasu, and now she is in a different world and can't return. Meeting priestesses who combat the evil in this strange place she learns that Black Towers throughout the land keep Amaterasu sealed away and are guarded by evil monsters. Koto must now find a way to help defeat these monsters and return the world to the way it was.  (Source: ANN);Winter 2004;Unknown;Super Power;
75;Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari;https://myanimelist.net/anime/2098/Shin_Kimagure_Orange%E2%98%86Road__Soshite_Ano_Natsu_no_Hajimari;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;New Kimagure Orange Road: And Then, The Beginning of That Summer, New Kimagure Orange Road: Summer's Beginning;新きまぐれオレンジ☆ロード ～ そして、あの夏のはじまり;Movie;1;Finished Airing;Nov 2, 1996;['VAP', 'Toho', 'Nippon Television Network'];ADV Films;Pierrot;Manga;['Comedy', 'Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Ecchi'];Shounen;1 hr. 35 min.;R - 17+ (violence & profanity);7.38;#2187;#6334;8,418;25;;[];It's been several years and Kyosuke Kasuga is now 19. A mysterious phone call warns him of oncoming cars but he doesn't listen. Ironically, he gets hit by a car and because of his telepathic abilities, gets sent three years into the future. His 22 year old future self is now a photographer who is lost in Bosnia and believed to be dead. Kyosuke must find his 22 year old future self and restore himself, the 19 year old, to his correct time. Along the way he reunites with Hikaru who is now a professional and famous dancer. Madoka is also there, distraught over both Kyosuke, the 22 year old, going missing in Bosnia and Kyosuke, the 19 year old, getting hit by a car.  (Source: ANN);;;;
76;Junk Boy;https://myanimelist.net/anime/3889/Junk_Boy;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;The Incredible Gyoukai Video Junk Boy;ジャンクボーイ;OVA;1;Finished Airing;Dec 16, 1987;['Victor Entertainment'];Manga Entertainment;Madhouse;Manga;['Comedy', 'Romance', 'Ecchi'];;45 min.;R+ - Mild Nudity;5.85;#10210;#6338;8,405;25;;[];23-year-old Ryohei Yamazaki has just one thing on his mind: sex. And with his sweet-talking, honey-voiced ways, Ryohei has no trouble finding interested ladies. But none of them is just what he wants... none of them is PERFECT. Then he charms the beautiful editor of a hot magazine into hiring him. Journalism will never be the same again...  (Source: Rotten Tomatoes);;;;
77;Otona no Bouguya-san (Rimen);https://myanimelist.net/anime/39325/Otona_no_Bouguya-san_Rimen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;おとなの防具屋さん(裏面);ONA;3;Finished Airing;Mar 6, 2019 to Mar 20, 2019;['None found', 'add some'];None found, add some;IMAGICA Lab.;4-koma manga;['Comedy', 'Fantasy', 'Ecchi'];;5 min. per ep.;PG-13 - Teens 13 or older;5.45;#11828;#6365;8,330;2;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
78;Dog Days'': Limone Resort Tenbou Onsen!;https://myanimelist.net/anime/31851/Dog_Days__Limone_Resort_Tenbou_Onsen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Dog Days 3 Special;ドッグデイズ'' Episode 12.5「リモーネリゾート・展望温泉！」;Special;1;Finished Airing;Aug 26, 2015;['None found', 'add some'];None found, add some;Seven Arcs Pictures;Original;['Fantasy', 'Ecchi'];;11 min.;PG-13 - Teens 13 or older;6.47;#6848;#6377;8,291;5;;[];Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of Dog Days''.;;;Isekai;
79;Shinkon Gattai Godannar!! 2nd Season;https://myanimelist.net/anime/1104/Shinkon_Gattai_Godannar_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;神魂合体ゴーダンナー!! SECOND SEASON;TV;13;Finished Airing;Apr 6, 2004 to Jun 29, 2004;['None found', 'add some'];ADV Films, Sentai Filmworks;OLM, AIC ASTA;Original;['Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];;24 min. per ep.;PG-13 - Teens 13 or older;6.91;#4481;#6439;8,077;9;;[];The history is placed right after the -cliffhanger- end of Godannar when Anna looks surprised to see Mira driving the Neo Okusaer.  (Source: AniDB);Spring 2004;Unknown;Mecha;
80;Daitoshokan no Hitsujikai Picture Drama;https://myanimelist.net/anime/29165/Daitoshokan_no_Hitsujikai_Picture_Drama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;A Good Librarian Like a Good Shepherd Picture Drama, Daitoshokan no Hitsujikai Zenyasai;大図書館の羊飼い;Special;6;Finished Airing;Dec 25, 2014 to May 28, 2015;['None found', 'add some'];None found, add some;Hoods Entertainment;Visual novel;['Comedy', 'Ecchi'];;9 min. per ep.;PG-13 - Teens 13 or older;6.27;#8020;#6455;8,033;3;;[];Picture Drama episodes bundled with the Blu-ray/DVD Volumes.  Sakuraba tries to draw Shirasaki, and things take a turn for the ecchi.;;;;
81;Mushibugyou OVA;https://myanimelist.net/anime/24171/Mushibugyou_OVA;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Joujuu Senjin!! Mushibugyou OVA;ムシブギョー 虫奉行 OVA;OVA;3;Finished Airing;Jul 18, 2014 to Jan 16, 2015;['None found', 'add some'];Sentai Filmworks;Seven Arcs Pictures;Manga;['Action', 'Fantasy', 'Ecchi'];Shounen;23 min. per ep.;PG-13 - Teens 13 or older;7.03;#3957;#6465;8,013;3;['Historical', 'Martial Arts', 'Samurai', 'Super Power'];[];OVAs bundled with the 15-17th volumes of the Mushibugyou manga.;;;;
82;Guardian Hearts;https://myanimelist.net/anime/824/Guardian_Hearts;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;がぁーでぃあんHearts;OVA;6;Finished Airing;May 23, 2003 to Nov 28, 2003;['KSS'];None found, add some;Venet;Manga;['Comedy', 'Romance', 'Ecchi'];;16 min. per ep.;R+ - Mild Nudity;5.89;#10010;#6474;7,990;4;;[];Maya, Kurusu, and Chelsea hit it off really well when trying to get revenge on Guardian Hearts for making them suffer. Maya and company thought that Guardian Hearts usually appears when Kazuya is getting along with a girl. Not knowing that Guardian Hearts is actually Hina, they leave her alone with Kazuya in an attempt to lure Guardian Hearts.  (Source: AniDB);;;School;
